,headword,xis_entry,form,xis_form,instances_all
3847,išti[with]PRP,akk.r00e6a,i-si-šu₂-nu,akk.r00e7e,"saao/sargonletters:P313455.11.2,saao/sargonletters:P313510.16.1,saao/sargonletters:P313510.21.1,saao/sargonletters:P313510.21.4,saao/sargonletters:P313587.4.6,saao/sargonletters:P313647.10.2,saao/sargonletters:P313698.9.4,saao/sargonletters:P313827.18.2,saao/sargonletters:P313827.21.1,saao/sargonletters:P313827.5.1,saao/sargonletters:P314232.36.1,saao/sargonletters:P314246.9.6,saao/sargonletters:P314248.6.2,saao/sargonletters:P314275.13.1,saao/sargonletters:P314289.10.1,saao/sargonletters:P314316.8.1,saao/sargonletters:P334039.21.1,saao/sargonletters:P334084.12.1,saao/sargonletters:P334084.9.1,saao/sargonletters:P334090.11.2,saao/sargonletters:P334103.13.1,saao/sargonletters:P334149.8.5,saao/sargonletters:P334152.13.3,saao/sargonletters:P334187.43.3,saao/sargonletters:P334187.45.1,saao/sargonletters:P334203.11.2,saao/sargonletters:P334307.5.3,saao/sargonletters:P334321.20.3,saao/sargonletters:P334377.25.2,saao/sargonletters:P334377.6.2,saao/sargonletters:P334396.20.1,saao/sargonletters:P334412.20.3,saao/sargonletters:P334412.22.3,saao/sargonletters:P334422.27.1,saao/sargonletters:P334501.11.1,saao/sargonletters:P334502.29.3,saao/sargonletters:P334502.6.2,saao/sargonletters:P334567.16.2,saao/sargonletters:P334606.36.3,saao/sargonletters:P334695.15.1,saao/sargonletters:P334728.11.1,saao/sargonletters:P334728.15.2,saao/sargonletters:P334728.27.1,saao/sargonletters:P334771.12.7,saao/sargonletters:P334895.10.1,saao/sargonletters:X900012.45.4"
3848,išti[with]PRP,akk.r00e6a,i-si-šu₂-nu-ma,akk.r00e7f,saao/sargonletters:P334084.16.1
3849,išti[with]PRP,akk.r00e6a,i-še-e-a,akk.r00e80,"saao/sargonletters:P334097.17.1,saao/sargonletters:P334097.8.2"
3850,išti[with]PRP,akk.r00e6a,i-še-su-nu,akk.r00e81,saao/sargonletters:P313518.18.1
3851,išti[with]PRP,akk.r00e6a,is-se-e-a,akk.r00e82,"saao/sargonletters:P313721.30.8,saao/sargonletters:P334099.37.2,saao/sargonletters:P334100.15.1"
3852,išti[with]PRP,akk.r00e6a,is-se-e-ni,akk.r00e83,"saao/sargonletters:P334077.49.1,saao/sargonletters:P334077.53.1"
3853,išti[with]PRP,akk.r00e6a,is-se-e-ša₂-nu-ma,akk.r00e84,saao/sargonletters:P334077.10.3
3854,išti[with]PRP,akk.r00e6a,is-se-e-šu₂,akk.r00e85,"saao/sargonletters:P313491.36.1,saao/sargonletters:P313515.8.1,saao/sargonletters:P313821.7.5,saao/sargonletters:P314243.14.3,saao/sargonletters:P334204.19.2,saao/sargonletters:P334446.29.1,saao/sargonletters:P334507.14.5,saao/sargonletters:P334673.24.3,saao/sargonletters:P334835.12.1"
3855,išti[with]PRP,akk.r00e6a,is-se-e-šu₂-nu,akk.r00e86,"saao/sargonletters:P313632.16.1,saao/sargonletters:P334077.55.1,saao/sargonletters:P334697.14.1"
3856,išti[with]PRP,akk.r00e6a,is-se-en-ni,akk.r00e87,saao/sargonletters:P334731.10.2
3857,išti[with]PRP,akk.r00e6a,is-si-ia,akk.r00e88,"saao/sargonletters:P313477.41.3,saao/sargonletters:P313506.9.2,saao/sargonletters:P313991.15.4,saao/sargonletters:P334178.10.2,saao/sargonletters:P334178.49.1,saao/sargonletters:P334446.35.1,saao/sargonletters:P334555.33.1,saao/sargonletters:P334648.17.1,saao/sargonletters:X900011.28.3"
3858,išti[with]PRP,akk.r00e6a,is-si-ka,akk.r00e89,"saao/sargonletters:P314243.24.3,saao/sargonletters:P334178.37.5"
3859,išti[with]PRP,akk.r00e6a,is-si-ku-nu,akk.r00e8a,"saao/sargonletters:P313620.17.5,saao/sargonletters:P334731.14.1"
3860,išti[with]PRP,akk.r00e6a,is-si-ni,akk.r00e8b,"saao/sargonletters:P224485.19.4,saao/sargonletters:P224485.39.2,saao/sargonletters:P224485.49.2,saao/sargonletters:P313508.28.5,saao/sargonletters:P313883.10.2"
3861,išti[with]PRP,akk.r00e6a,is-si-šu,akk.r00e8c,saao/sargonletters:P334903.43.4
3862,išti[with]PRP,akk.r00e6a,is-si-šu-nu,akk.r00e8d,saao/sargonletters:P313470.16.5
3863,išti[with]PRP,akk.r00e6a,is-si-šu₂,akk.r00e8e,"saao/sargonletters:P224485.65.4,saao/sargonletters:P313452.24.6,saao/sargonletters:P313498.25.1,saao/sargonletters:P313506.8.3,saao/sargonletters:P313508.13.1,saao/sargonletters:P313810.10.1,saao/sargonletters:P334197.20.1,saao/sargonletters:P334671.13.6,saao/sargonletters:P334671.26.1,saao/sargonletters:P334807.13.3,saao/sargonletters:P336169.17.2"
3864,išti[with]PRP,akk.r00e6a,is-si-šu₂-nu,akk.r00e8f,"saao/sargonletters:P313477.22.1,saao/sargonletters:P313553.26.1,saao/sargonletters:P313620.19.6,saao/sargonletters:P313735.14.3,saao/sargonletters:P313735.15.5,saao/sargonletters:P313976.8.1,saao/sargonletters:P334074.8.3,saao/sargonletters:P334119.22.4,saao/sargonletters:P334119.32.1,saao/sargonletters:P334181.34.1,saao/sargonletters:P334195.28.1,saao/sargonletters:P334483.40.1,saao/sargonletters:P334697.12.2,saao/sargonletters:P334903.33.5,saao/sargonletters:P334917.17.4"
3865,ištu[from]PRP,akk.r00e9b,TA,akk.r00e9c,"saao/sargonletters:P313425.53.1,saao/sargonletters:P313450.30.1,saao/sargonletters:P313454.7.5,saao/sargonletters:P313470.11.2,saao/sargonletters:P313476.13.2,saao/sargonletters:P313480.22.1,saao/sargonletters:P313480.34.2,saao/sargonletters:P313494.17.4,saao/sargonletters:P313498.21.2,saao/sargonletters:P313498.28.3,saao/sargonletters:P313500.15.1,saao/sargonletters:P313501.12.1,saao/sargonletters:P313504.20.3,saao/sargonletters:P313507.13.2,saao/sargonletters:P313507.15.1,saao/sargonletters:P313510.37.1,saao/sargonletters:P313510.42.3,saao/sargonletters:P313510.66.8,saao/sargonletters:P313514.13.2,saao/sargonletters:P313516.49.6,saao/sargonletters:P313516.52.4,saao/sargonletters:P313546.13.1,saao/sargonletters:P313547.12.1,saao/sargonletters:P313548.33.1,saao/sargonletters:P313575.23.4,saao/sargonletters:P313575.33.1,saao/sargonletters:P313575.42.3,saao/sargonletters:P313587.5.6,saao/sargonletters:P313628.18.1,saao/sargonletters:P313628.18.4,saao/sargonletters:P313725.18.1,saao/sargonletters:P313742.13.2,saao/sargonletters:P313773.22.2,saao/sargonletters:P313773.27.6,saao/sargonletters:P313814.18.2,saao/sargonletters:P313814.50.8,saao/sargonletters:P313814.54.4,saao/sargonletters:P313814.71.1,saao/sargonletters:P313814.81.17,saao/sargonletters:P313814.82.11,saao/sargonletters:P313872.19.7,saao/sargonletters:P313891.12.3,saao/sargonletters:P313898.9.1,saao/sargonletters:P313995.7.1,saao/sargonletters:P314049.6.2,saao/sargonletters:P314088.7.4,saao/sargonletters:P314242.5.1,saao/sargonletters:P314261.6.2,saao/sargonletters:P314289.20.1,saao/sargonletters:P314302.9.1,saao/sargonletters:P314327.12.3,saao/sargonletters:P334036.26.3,saao/sargonletters:P334036.30.1,saao/sargonletters:P334038.17.1,saao/sargonletters:P334041.32.3,saao/sargonletters:P334041.36.2,saao/sargonletters:P334041.37.2,saao/sargonletters:P334044.30.1,saao/sargonletters:P334055.20.2,saao/sargonletters:P334071.24.1,saao/sargonletters:P334076.19.2,saao/sargonletters:P334079.28.4,saao/sargonletters:P334111.12.1,saao/sargonletters:P334115.11.3,saao/sargonletters:P334143.18.4,saao/sargonletters:P334145.15.1,saao/sargonletters:P334170.9.5,saao/sargonletters:P334177.13.3,saao/sargonletters:P334177.31.2,saao/sargonletters:P334177.32.1,saao/sargonletters:P334178.11.1,saao/sargonletters:P334179.10.3,saao/sargonletters:P334179.29.2,saao/sargonletters:P334205.12.2,saao/sargonletters:P334205.14.2,saao/sargonletters:P334263.46.5,saao/sargonletters:P334291.34.1,saao/sargonletters:P334291.36.2,saao/sargonletters:P334291.37.1,saao/sargonletters:P334328.23.4,saao/sargonletters:P334359.18.1,saao/sargonletters:P334359.19.1,saao/sargonletters:P334372.18.1,saao/sargonletters:P334381.24.2,saao/sargonletters:P334381.30.1,saao/sargonletters:P334397.15.1,saao/sargonletters:P334400.18.1,saao/sargonletters:P334400.6.1,saao/sargonletters:P334483.14.2,saao/sargonletters:P334498.31.1,saao/sargonletters:P334606.9.5,saao/sargonletters:P334610.10.1,saao/sargonletters:P334644.8.1,saao/sargonletters:P334692.11.3,saao/sargonletters:P334710.16.1,saao/sargonletters:P334710.34.6,saao/sargonletters:P334725.10.1,saao/sargonletters:P334725.14.4,saao/sargonletters:P334772.11.2,saao/sargonletters:P334772.6.2,saao/sargonletters:P334825.23.6,saao/sargonletters:P334825.36.2,saao/sargonletters:P334830.18.2,saao/sargonletters:P334830.41.4,saao/sargonletters:P334830.43.2,saao/sargonletters:P334835.17.1,saao/sargonletters:P334837.25.2,saao/sargonletters:P334858.15.10,saao/sargonletters:P334858.27.2,saao/sargonletters:P334858.6.7,saao/sargonletters:P334903.34.5,saao/sargonletters:P334904.12.2,saao/sargonletters:X900007.24.1"
3866,ištu[from]PRP,akk.r00e9b,TA@v,akk.r00e9d,"saao/sargonletters:P224485.14.3,saao/sargonletters:P224485.38.1,saao/sargonletters:P224485.41.3,saao/sargonletters:P224485.44.3,saao/sargonletters:P224485.48.1,saao/sargonletters:P224485.51.3,saao/sargonletters:P224485.51.6,saao/sargonletters:P313417.40.1,saao/sargonletters:P313417.48.1,saao/sargonletters:P313425.11.1,saao/sargonletters:P313425.17.3,saao/sargonletters:P313425.51.1,saao/sargonletters:P313427.30.3,saao/sargonletters:P313427.38.3,saao/sargonletters:P313434.14.2,saao/sargonletters:P313447.15.2,saao/sargonletters:P313447.7.2,saao/sargonletters:P313452.56.3,saao/sargonletters:P313453.22.6,saao/sargonletters:P313453.23.4,saao/sargonletters:P313453.28.3,saao/sargonletters:P313477.30.4,saao/sargonletters:P313481.14.1,saao/sargonletters:P313487.29.5,saao/sargonletters:P313492.18.1,saao/sargonletters:P313492.62.2,saao/sargonletters:P313494.13.2,saao/sargonletters:P313494.14.1,saao/sargonletters:P313494.15.2,saao/sargonletters:P313494.18.2,saao/sargonletters:P313502.14.1,saao/sargonletters:P313502.32.3,saao/sargonletters:P313506.6.2,saao/sargonletters:P313508.7.2,saao/sargonletters:P313509.23.1,saao/sargonletters:P313509.28.2,saao/sargonletters:P313509.7.5,saao/sargonletters:P313513.3.4,saao/sargonletters:P313523.11.1,saao/sargonletters:P313541.6.1,saao/sargonletters:P313547.39.2,saao/sargonletters:P313552.12.1,saao/sargonletters:P313571.11.5,saao/sargonletters:P313571.14.2,saao/sargonletters:P313571.27.4,saao/sargonletters:P313571.31.2,saao/sargonletters:P313571.32.3,saao/sargonletters:P313581.4.1,saao/sargonletters:P313587.29.1,saao/sargonletters:P313596.3.6,saao/sargonletters:P313614.20.1,saao/sargonletters:P313617.8.3,saao/sargonletters:P313622.6.3,saao/sargonletters:P313626.9.3,saao/sargonletters:P313640.5.3,saao/sargonletters:P313644.53.5,saao/sargonletters:P313655.6.2,saao/sargonletters:P313666.12.6,saao/sargonletters:P313672.6.5,saao/sargonletters:P313699.10.2,saao/sargonletters:P313702.14.1,saao/sargonletters:P313710.13.3,saao/sargonletters:P313710.15.2,saao/sargonletters:P313710.9.1,saao/sargonletters:P313711.7.1,saao/sargonletters:P313716.19.4,saao/sargonletters:P313733.9.2,saao/sargonletters:P313738.6.2,saao/sargonletters:P313742.10.1,saao/sargonletters:P313742.10.4,saao/sargonletters:P313747.20.1,saao/sargonletters:P313747.22.3,saao/sargonletters:P313748.31.4,saao/sargonletters:P313750.17.6,saao/sargonletters:P313750.9.5,saao/sargonletters:P313758.15.1,saao/sargonletters:P313762.16.6,saao/sargonletters:P313776.9.8,saao/sargonletters:P313788.22.1,saao/sargonletters:P313796.10.3,saao/sargonletters:P313796.12.1,saao/sargonletters:P313796.16.1,saao/sargonletters:P313796.19.2,saao/sargonletters:P313796.7.2,saao/sargonletters:P313796.9.1,saao/sargonletters:P313812.5.1,saao/sargonletters:P313822.12.4,saao/sargonletters:P313822.25.2,saao/sargonletters:P313848.11.7,saao/sargonletters:P313855.20.2,saao/sargonletters:P313863.7.7,saao/sargonletters:P313870.7.1,saao/sargonletters:P313871.10.3,saao/sargonletters:P313871.13.2,saao/sargonletters:P313879.5.2,saao/sargonletters:P313879.8.1,saao/sargonletters:P313887.12.2,saao/sargonletters:P313898.27.1,saao/sargonletters:P313902.4.4,saao/sargonletters:P313907.6.4,saao/sargonletters:P313910.9.1,saao/sargonletters:P313937.6.5,saao/sargonletters:P313945.6.1,saao/sargonletters:P313983.9.1,saao/sargonletters:P313993.6.4,saao/sargonletters:P314000.4.2,saao/sargonletters:P314068.13.1,saao/sargonletters:P314116.5.2,saao/sargonletters:P314157.13.2,saao/sargonletters:P314157.7.1,saao/sargonletters:P314205.6.4,saao/sargonletters:P314232.5.2,saao/sargonletters:P314245.6.2,saao/sargonletters:P314265.6.5,saao/sargonletters:P314278.19.1,saao/sargonletters:P314288.26.7,saao/sargonletters:P314288.9.8,saao/sargonletters:P314298.14.3,saao/sargonletters:P314300.18.2,saao/sargonletters:P314304.10.5,saao/sargonletters:P314304.23.6,saao/sargonletters:P314311.10.2,saao/sargonletters:P314316.25.1,saao/sargonletters:P314323.21.2,saao/sargonletters:P314323.4.7,saao/sargonletters:P314328.8.1,saao/sargonletters:P334039.14.1,saao/sargonletters:P334045.10.1,saao/sargonletters:P334047.18.1,saao/sargonletters:P334054.9.1,saao/sargonletters:P334056.20.4,saao/sargonletters:P334060.7.2,saao/sargonletters:P334069.19.2,saao/sargonletters:P334069.35.2,saao/sargonletters:P334071.8.1,saao/sargonletters:P334074.22.1,saao/sargonletters:P334074.26.2,saao/sargonletters:P334077.22.7,saao/sargonletters:P334077.26.1,saao/sargonletters:P334077.6.3,saao/sargonletters:P334079.14.1,saao/sargonletters:P334091.8.1,saao/sargonletters:P334092.12.4,saao/sargonletters:P334092.17.1,saao/sargonletters:P334099.35.1,saao/sargonletters:P334100.11.3,saao/sargonletters:P334100.17.3,saao/sargonletters:P334100.35.3,saao/sargonletters:P334103.19.1,saao/sargonletters:P334104.6.2,saao/sargonletters:P334104.6.4,saao/sargonletters:P334108.7.3,saao/sargonletters:P334111.19.3,saao/sargonletters:P334111.5.2,saao/sargonletters:P334113.20.1,saao/sargonletters:P334113.8.4,saao/sargonletters:P334125.12.1,saao/sargonletters:P334135.33.3,saao/sargonletters:P334135.46.1,saao/sargonletters:P334135.9.1,saao/sargonletters:P334136.5.1,saao/sargonletters:P334141.22.4,saao/sargonletters:P334142.60.1,saao/sargonletters:P334143.42.3,saao/sargonletters:P334149.20.2,saao/sargonletters:P334151.10.2,saao/sargonletters:P334151.6.1,saao/sargonletters:P334152.28.1,saao/sargonletters:P334152.8.1,saao/sargonletters:P334155.24.4,saao/sargonletters:P334155.35.2,saao/sargonletters:P334155.36.5,saao/sargonletters:P334163.22.4,saao/sargonletters:P334163.28.5,saao/sargonletters:P334165.10.1,saao/sargonletters:P334166.12.1,saao/sargonletters:P334170.20.2,saao/sargonletters:P334170.21.2,saao/sargonletters:P334171.9.1,saao/sargonletters:P334174.5.1,saao/sargonletters:P334180.23.1,saao/sargonletters:P334180.8.2,saao/sargonletters:P334186.7.1,saao/sargonletters:P334186.9.1,saao/sargonletters:P334187.19.1,saao/sargonletters:P334187.19.4,saao/sargonletters:P334187.30.3,saao/sargonletters:P334193.22.2,saao/sargonletters:P334193.5.3,saao/sargonletters:P334199.11.1,saao/sargonletters:P334214.6.1,saao/sargonletters:P334263.40.2,saao/sargonletters:P334279.19.1,saao/sargonletters:P334279.36.1,saao/sargonletters:P334281.13.2,saao/sargonletters:P334281.21.2,saao/sargonletters:P334281.22.1,saao/sargonletters:P334282.10.1,saao/sargonletters:P334298.5.4,saao/sargonletters:P334305.6.2,saao/sargonletters:P334308.20.2,saao/sargonletters:P334318.18.1,saao/sargonletters:P334318.22.3,saao/sargonletters:P334318.27.1,saao/sargonletters:P334322.25.3,saao/sargonletters:P334333.20.5,saao/sargonletters:P334333.24.3,saao/sargonletters:P334333.27.3,saao/sargonletters:P334339.6.3,saao/sargonletters:P334343.11.1,saao/sargonletters:P334343.14.3,saao/sargonletters:P334343.15.1,saao/sargonletters:P334343.22.2,saao/sargonletters:P334344.18.1,saao/sargonletters:P334344.23.1,saao/sargonletters:P334344.47.2,saao/sargonletters:P334357.17.3,saao/sargonletters:P334361.21.1,saao/sargonletters:P334369.18.3,saao/sargonletters:P334369.29.1,saao/sargonletters:P334375.14.1,saao/sargonletters:P334377.31.2,saao/sargonletters:P334381.15.3,saao/sargonletters:P334381.16.2,saao/sargonletters:P334381.17.1,saao/sargonletters:P334381.29.3,saao/sargonletters:P334385.7.2,saao/sargonletters:P334385.8.1,saao/sargonletters:P334386.19.1,saao/sargonletters:P334394.26.4,saao/sargonletters:P334415.14.1,saao/sargonletters:P334415.16.1,saao/sargonletters:P334422.24.4,saao/sargonletters:P334435.28.1,saao/sargonletters:P334439.18.1,saao/sargonletters:P334439.21.1,saao/sargonletters:P334439.24.1,saao/sargonletters:P334442.24.1,saao/sargonletters:P334496.10.4,saao/sargonletters:P334496.14.2,saao/sargonletters:P334496.23.1,saao/sargonletters:P334496.24.3,saao/sargonletters:P334496.40.1,saao/sargonletters:P334519.23.3,saao/sargonletters:P334528.7.1,saao/sargonletters:P334529.5.1,saao/sargonletters:P334537.14.1,saao/sargonletters:P334543.13.3,saao/sargonletters:P334561.16.2,saao/sargonletters:P334561.5.2,saao/sargonletters:P334561.7.3,saao/sargonletters:P334564.6.2,saao/sargonletters:P334567.26.2,saao/sargonletters:P334587.18.4,saao/sargonletters:P334595.19.1,saao/sargonletters:P334595.6.2,saao/sargonletters:P334596.12.1,saao/sargonletters:P334596.16.1,saao/sargonletters:P334606.29.3,saao/sargonletters:P334609.5.1,saao/sargonletters:P334612.5.1,saao/sargonletters:P334612.7.1,saao/sargonletters:P334616.14.1,saao/sargonletters:P334621.5.1,saao/sargonletters:P334622.10.1,saao/sargonletters:P334622.8.1,saao/sargonletters:P334635.8.4,saao/sargonletters:P334638.7.1,saao/sargonletters:P334673.27.1,saao/sargonletters:P334680.5.2,saao/sargonletters:P334692.8.1,saao/sargonletters:P334693.14.3,saao/sargonletters:P334693.8.4,saao/sargonletters:P334693.9.2,saao/sargonletters:P334694.6.3,saao/sargonletters:P334695.11.6,saao/sargonletters:P334695.12.3,saao/sargonletters:P334696.15.7,saao/sargonletters:P334696.16.6,saao/sargonletters:P334697.23.3,saao/sargonletters:P334699.5.1,saao/sargonletters:P334705.21.2,saao/sargonletters:P334705.25.1,saao/sargonletters:P334705.29.1,saao/sargonletters:P334708.23.2,saao/sargonletters:P334711.8.3,saao/sargonletters:P334713.8.1,saao/sargonletters:P334716.11.2,saao/sargonletters:P334716.24.2,saao/sargonletters:P334716.9.1,saao/sargonletters:P334718.4.1,saao/sargonletters:P334772.9.3,saao/sargonletters:P334773.15.1,saao/sargonletters:P334780.7.1,saao/sargonletters:P334781.13.4,saao/sargonletters:P334781.15.4,saao/sargonletters:P334786.6.1,saao/sargonletters:P334789.14.3,saao/sargonletters:P334806.5.1,saao/sargonletters:P334807.14.1,saao/sargonletters:P334820.20.4,saao/sargonletters:P334820.35.2,saao/sargonletters:P334822.7.4,saao/sargonletters:P334830.42.3,saao/sargonletters:P334831.6.4,saao/sargonletters:P334848.6.2,saao/sargonletters:P334848.7.1,saao/sargonletters:P334849.5.2,saao/sargonletters:P334864.19.5,saao/sargonletters:P334887.19.1,saao/sargonletters:P334894.13.1,saao/sargonletters:P334894.20.1,saao/sargonletters:P334895.9.2,saao/sargonletters:P334903.7.2,saao/sargonletters:P334904.15.1,saao/sargonletters:P334910.10.3,saao/sargonletters:P334912.7.1,saao/sargonletters:P334912.8.2,saao/sargonletters:P334916.11.4,saao/sargonletters:P334916.14.4,saao/sargonletters:P334917.15.4,saao/sargonletters:P334917.35.3,saao/sargonletters:P334918.15.3,saao/sargonletters:P334918.18.5,saao/sargonletters:P334918.19.3,saao/sargonletters:P336170.22.1,saao/sargonletters:P336635.5.3,saao/sargonletters:P336775.6.5,saao/sargonletters:P337150.14.3,saao/sargonletters:P337150.15.1,saao/sargonletters:P337150.24.4,saao/sargonletters:P337150.26.1,saao/sargonletters:P337150.32.3,saao/sargonletters:P337150.34.2,saao/sargonletters:P337150.38.1,saao/sargonletters:X900005.23.2,saao/sargonletters:X900005.8.3,saao/sargonletters:X900007.39.2,saao/sargonletters:X900008.16.1,saao/sargonletters:X900008.17.1,saao/sargonletters:X900008.6.3,saao/sargonletters:X900009.10.7,saao/sargonletters:X900009.14.4,saao/sargonletters:X900009.9.7,saao/sargonletters:X900012.20.7,saao/sargonletters:X900012.5.6"
3867,ištu[from]PRP,akk.r00e9b,su,akk.r00e9e,saao/sargonletters:P334143.51.1
3868,ištānu[north]N,akk.r00ea0,{IM}SI.SA₂,akk.r00ea0,saao/sargonletters:P313504.56.4
3869,ištēn[one]NU,akk.r00ea1,01-en,akk.r00ea2,"saao/sargonletters:P224485.24.3,saao/sargonletters:P224485.64.2,saao/sargonletters:P238649.5.4,saao/sargonletters:P313417.11.4,saao/sargonletters:P313417.44.2,saao/sargonletters:P313425.39.1,saao/sargonletters:P313425.49.1,saao/sargonletters:P313425.49.4,saao/sargonletters:P313427.30.2,saao/sargonletters:P313427.38.2,saao/sargonletters:P313439.10.1,saao/sargonletters:P313439.11.3,saao/sargonletters:P313439.14.3,saao/sargonletters:P313439.15.2,saao/sargonletters:P313439.29.4,saao/sargonletters:P313439.30.4,saao/sargonletters:P313439.32.1,saao/sargonletters:P313492.52.1,saao/sargonletters:P313498.22.1,saao/sargonletters:P313548.6.1,saao/sargonletters:P313624.7.1,saao/sargonletters:P313629.6.1,saao/sargonletters:P313710.13.1,saao/sargonletters:P313742.12.1,saao/sargonletters:P313742.8.1,saao/sargonletters:P313777.16.5,saao/sargonletters:P313817.21.7,saao/sargonletters:P313822.19.2,saao/sargonletters:P313995.6.6,saao/sargonletters:P314014.3.1,saao/sargonletters:P314166.7.1,saao/sargonletters:P314195.6.2,saao/sargonletters:P314283.12.1,saao/sargonletters:P314296.17.6,saao/sargonletters:P334036.26.1,saao/sargonletters:P334074.21.1,saao/sargonletters:P334075.15.1,saao/sargonletters:P334097.16.1,saao/sargonletters:P334099.31.2,saao/sargonletters:P334103.26.2,saao/sargonletters:P334155.31.3,saao/sargonletters:P334155.36.4,saao/sargonletters:P334284.12.2,saao/sargonletters:P334291.36.4,saao/sargonletters:P334302.33.2,saao/sargonletters:P334322.25.2,saao/sargonletters:P334346.10.2,saao/sargonletters:P334381.39.4,saao/sargonletters:P334421.21.1,saao/sargonletters:P334441.7.3,saao/sargonletters:P334502.26.2,saao/sargonletters:P334607.23.1,saao/sargonletters:P334612.25.1,saao/sargonletters:P334644.6.2,saao/sargonletters:P334671.15.3,saao/sargonletters:P334688.8.4,saao/sargonletters:P334715.13.4,saao/sargonletters:P334731.37.1,saao/sargonletters:P334772.35.7,saao/sargonletters:P334776.12.2,saao/sargonletters:P334830.15.5,saao/sargonletters:P334830.15.7,saao/sargonletters:P334830.6.1,saao/sargonletters:P334830.8.6,saao/sargonletters:P334916.14.2,saao/sargonletters:P334916.16.2,saao/sargonletters:X900006.13.1"
3870,ištēn[one]NU,akk.r00ea1,01-en-ma,akk.r00ea3,saao/sargonletters:P314304.10.4
3871,ištēn[one]NU,akk.r00ea1,01-et,akk.r00ea4,"saao/sargonletters:P313543.25.4,saao/sargonletters:P313722.29.2,saao/sargonletters:P313723.6.3,saao/sargonletters:P313871.15.1,saao/sargonletters:P314054.13.6,saao/sargonletters:P334177.38.4,saao/sargonletters:P334178.9.3,saao/sargonletters:P334322.40.2,saao/sargonletters:P334820.38.3,saao/sargonletters:X900006.5.2"
3872,ištēn[one]NU,akk.r00ea1,01.en,akk.r00ea5,"saao/sargonletters:P313476.18.2,saao/sargonletters:P313476.28.1,saao/sargonletters:P313476.29.1,saao/sargonletters:P313571.21.2,saao/sargonletters:P313657.21.5,saao/sargonletters:P313774.5.7,saao/sargonletters:P313911.9.2,saao/sargonletters:P334163.22.3,saao/sargonletters:P334163.28.4,saao/sargonletters:P334692.11.2,saao/sargonletters:P334710.28.8"
