lemma	norm	form	cf
dullu[trouble]N	dullāni	dul-la-ni	1
dullu[trouble]N	dullāti	dul-la-ti	1
dullu[trouble]N	dullāti	du₆-la-ti	1
dullu[trouble]N	dullātēšu	dul-la-te-šu₂	1
dullu[trouble]N	dullī	dul-li	1
dullu[trouble]N	dullīni	dul-li-ni	1
dullu[trouble]N	dullīni	du₆-li-ni	2
dullu[trouble]N	dullīya	dul-li-ia	1
dullu[trouble]N	dullīya	dul₆-li-ia	2
dullu[trouble]N	dullīšūma	du₆-li-šu₂-ma	1
dullu[trouble]N	dullūni	du-ul-lu-u-ni	1
dumqu[goodness]N	dunqīyāma	du-un-qi-ia-ma	1
dumāqū[jewellery]N	dumāqī	du-ma-qi	2
duqdu[almond (tree)]N	duqdi	{GIŠ}duq-di	1
dâku[kill]V	addūkaššunu	ad-du-ka-šu-nu	1
dâku[kill]V	duāki	du-a-ki	2
dâku[kill]V	duākīya	du-a-ki-ia	1
dâku[kill]V	dūkšu	GAZ-šu₂	1
dâku[kill]V	iddukku	i-du-uk-ku	1
dâku[kill]V	iddūakši	i-du-ak-ši	1
dâku[kill]V	iddūakšu	id-du-ak-šu₂	1
dâku[kill]V	iddūka	i-du-ka	2
dâku[kill]V	iddūka	id-du-ka	1
dâku[kill]V	iddūku	i-du-ku	5
dâku[kill]V	iddūku	i-du-u-ku	1
dâku[kill]V	iddūku	id-du-ku	1
dâku[kill]V	iddūkušu	i-du-ku-šu	1
dâku[kill]V	iddūkuššunu	i-du-ku-šu-nu	1
dâku[kill]V	iddūkuššunu	i-du-ku-šu₂-nu	2
dâku[kill]V	iddūkuššunu	id-du-ku-šu₂-nu	1
dâku[kill]V	idūakšunu	i-du-ak-šu₂-nu	1
dâku[kill]V	idūka	i-du-ka	1
dâku[kill]V	idūkanni	i-du-ka-an-ni	2
dâku[kill]V	idūkanni	i-du-kan-ni	1
dâku[kill]V	idūkkanni	i-duk-kan-ni	1
dâku[kill]V	idūku	i-du-ku	1
dâku[kill]V	idūku	i-du-u-ku	1
dâku[kill]V	idūkāni	i-du-ka-a-ni	1
dâku[kill]V	idūkūni	i-du-ku-ni	1
dâku[kill]V	idūkūni	i-du-ku-u-ni	1
dâku[kill]V	ladūkka	la-du-uk-ka	1
dâku[kill]V	lidūkūšu	li-du-ku-šu₂	1
dâku[kill]V	niddūka	ni-du-ka	3
dâku[kill]V	niddūkaššu	ni-id-du-ka-šu₂	1
dâku[kill]V	tadūk	ta-du-uk	1
dâku[kill]V	tadūkāni	ta-du-ka-ni	1
dâku[kill]V	tadūkūni	ta-du-ku-ni	1
dâlu[move]V	adūal	a-du-al	2
dâlu[move]V	adūalla	a-du-al-la	1
dâlu[move]V	dūlu	du-u₂-lu	1
dâlu[move]V	iddūal	i-du-al	2
dâlu[move]V	iddūla	i-du-la	1
dâlu[move]V	iddūlu	i-du-lu	1
dâlu[move]V	idullu	i-du-lu	4
dâlu[move]V	idullūni	i-du-lu-u-ni	1
dâlu[move]V	idūlu	i-du-lu	1
dâlu[move]V	idūlu	i-du-u-lu	1
dâlu[move]V	lidūlu	li-du-lu	1
dāgilu[one who sees]N	dāgil	{LU₂}da-gil₂-MUŠEN-MEŠ	2
dāmu[blood]N	dāmu	da-mu	1
dāmu[blood]N	dāmē	MUD₂-MEŠ	1
dāmu[blood]N	dāmē	{LU₂}EN—MUD₂-MEŠ	1
dāmu[blood]N	dāmēya	da-me-e-a	1
dāt[behind]PRP	dārat	da-ra-at	1
dāt[behind]PRP	dāt	a-da-at	2
dāt[behind]PRP	dāt	da-at	1
dāt[behind]PRP	dāti	da-ti	1
dāt[behind]PRP	dātuššunu	da-tu₂-šu₂-nu	1
dāt[behind]PRP	dēt	de-et	2
dīktu[fighting]N	dēktu	de-ek-tu₂	3
dīktu[fighting]N	dēktušunu	de-ek-tu-šu₂-nu	1
dīku[killed]AJ	dēka	de-e-ka	3
dīku[killed]AJ	dēkat	de-e-ka-at	1
dīku[killed]AJ	dēke	de-e-ke	1
dīku[killed]AJ	dēku	GAZ-MEŠ	1
dīku[killed]AJ	dēku	de-e-ku	6
dīku[killed]AJ	dēkūni	GAZ-MEŠ	1
dīku[killed]AJ	dēkūni	de-e-ku-ni	1
dīnu[legal decision]N	dēni	de-e-ni	2
dīnu[legal decision]N	dēni	de-ni	1
dīnu[legal decision]N	dēnu	de-nu	3
dīnu[legal decision]N	dēnīšu	de-ni-šu₂	2
dīnu[legal decision]N	dēnšu	de-en-šu₂	1
dīnu[legal decision]N	dīnšu	di-in-šu₂	1
dīru[intercalation]N	dīr	{ITI}DIRI.ŠE	2
dūru[(city) wall]N	dūr	BAD₃	1
dūru[(city) wall]N	dūri	BAD₃	11
dūru[(city) wall]N	dūri	E₂—BAD₃	1
dūru[(city) wall]N	dūru	BAD₃	9
dūru[(city) wall]N	dūru	{GIŠ}BAD₃	1
dūru[(city) wall]N	dūrāni	E₂—BAD₃-MEŠ-ni	2
dūru[(city) wall]N	dūrāni	E₂—BAD₃-a-ni	1
dūru[(city) wall]N	dūrīšu	BAD₃-šu₂	1
dūru[(city) wall]N	dūršu	BAD₃-šu₂	1
ebissu[(roped-up) bundle]N	ebissi	e-bi-is-si	1
ebissu[(roped-up) bundle]N	ebissu	e-bi-is-su	1
ebissu[(roped-up) bundle]N	ibissu	i-bi-su	4
ebēru[cross over]V	ebbir	e-bir	2
ebēru[cross over]V	ebir	e-bi-ir	1
ebēru[cross over]V	lušēbir	lu-še-bir	1
ebēru[cross over]V	lušēbiru	lu-še-bi-ru	2
ebēru[cross over]V	nušebbarūni	nu-še-bar-u-ni	1
ebēru[cross over]V	nušēbira	nu-še-bi-ra	1
ebēru[cross over]V	ussēbir	u₂-se-bir	2
ebēru[cross over]V	ušebbarrušunūni	u₂-še-bar-ru-šu-nu-u-ni	1
ebēru[cross over]V	ušebbāra	u₂-še-ba-ra	1
ebēru[cross over]V	ušēbiršunu	u₂-še-bir-šu₂-nu	1
ebēru[cross over]V	ēbirūni	e-bi-ru-u-ni	1
ebēru[cross over]V	ētabru	e-tab-ru	1
ebēru[cross over]V	ētabrūni	e-tab-ru-ni	2
ebēru[cross over]V	ētabrūni	e-tab-ru-u-ni	1
ebēru[cross over]V	ētanabbir	e-ta-na-bir	1
ebēru[cross over]V	ētebir	e-te-bir	2
ebēru[cross over]V	ētebīri	e-te-bi-ri	1
ebēru[cross over]V	šēbiršunu	še-bir-šu₂-nu	1
ebīhu[(a rope or girdle)]N	ebihka	e-bi-ih-ka	1
ebūru[harvest]N	ebūri	{ŠE}e-bu-ri	1
ebūru[harvest]N	ebūru	BURU₁₄	1
ebūru[harvest]N	ebūru	GURUN.BURU₁₄	1
ebūru[harvest]N	ebūru	e-bu-ru	2
ebūru[harvest]N	ebūru	{ŠE}BURU₁₄	3
ebūru[harvest]N	ebūru	{ŠE}GAN₂	1
ebūru[harvest]N	ebūru	{ŠE}e-bu-ru	1
ebūru[harvest]N	ebūru	{ŠE}ŠIBIR	1
ebūru[harvest]N	ebūrušunu	{ŠE}e-bu-ru-šu₂-nu	1
ebūru[harvest]N	ebūrānīni	BURU₁₄-MEŠ-ni-ni	1
ebūru[harvest]N	ebūrī	BURU₁₄-MEŠ	1
ebūru[harvest]N	ebūrīni	e-bu-ri-ni	1
ebūru[harvest]N	ebūrīšunu	{ŠE}BURU₁₄-MEŠ-šu₂-nu	1
ebūru[harvest]N	ebūršunu	{ŠE}BURU₁₄-šu₂-nu	1
edānu[fixed time]N	edānu	e-da-nu	2
egertu[inscribed tablet]N	egerte	e-gir-te	3
egertu[inscribed tablet]N	egerte	e-gir₂-te	8
egertu[inscribed tablet]N	egerti	e-gir-ti	1
egertu[inscribed tablet]N	egerti	e-gir₂-ti	7
egertu[inscribed tablet]N	egertišunu	e-gir₂-ti-šu-nu	1
egertu[inscribed tablet]N	egertu	e-gir-tu₂	3
egertu[inscribed tablet]N	egertu	e-gir₂-tu	2
egertu[inscribed tablet]N	egertu	e-gir₂-tu₂	34
egertu[inscribed tablet]N	egertušu	e-gir₂-tu-šu	1
egertu[inscribed tablet]N	egertušu	e-gir₂-tu₂-šu₂	2
egertu[inscribed tablet]N	egertēšu	e-gir₂-te-šu₂	3
egertu[inscribed tablet]N	egertī	e-gir₂-ti	1
egertu[inscribed tablet]N	egerāte	e-gir-a-te	1
egertu[inscribed tablet]N	egerāte	e-gir₂-a-te	4
egertu[inscribed tablet]N	egerātešunu	e-gir₂-a-te-šu₂-nu	1
egertu[inscribed tablet]N	egerāti	e-gir₂-te-MEŠ	1
egertu[inscribed tablet]N	egirtīya	e-gir₂-ti-ia	1
egertu[inscribed tablet]N	egirāti	e-gir₂-a-ti	1
egertu[inscribed tablet]N	igerte	i-gir₂-te	1
ehūla[(meaning unknown)]AV	ehūla	e-hu-la	1
eleppu[ship]N	eleppi	{GIŠ}MA₂	1
eleppu[ship]N	eleppu	{GIŠ}MA₂	7
eleppu[ship]N	eleppāni	MA₂-MEŠ-ni	1
eleppu[ship]N	eleppāti	{GIŠ}MA₂-MEŠ	24
eleppu[ship]N	eleppātīšu	{GIŠ}MA₂-MEŠ-šu₂	1
elû[go up]V	elli	e-li	2
elû[go up]V	ellûni	e-lu-ni	2
elû[go up]V	ellûni	e-lu-u-ni	1
elû[go up]V	ellûni	e-lu-u₂-ni	1
elû[go up]V	illû	i-lu-u₂	1
elû[go up]V	illûni	i-lu-u-ni	1
elû[go up]V	lušēlaššunu	lu-še-la-aš₂-šu₂-nu	1
elû[go up]V	lušēli	lu-še-li	1
elû[go up]V	lušēlia	lu-še-li-a	1
elû[go up]V	lušēliu	lu-še-li-u₂	1
elû[go up]V	lēliu	le-li-u	2
elû[go up]V	lēlûni	le-lu-ni	1
elû[go up]V	lēlûni	le-lu-u-ni	3
elû[go up]V	nussēliaššunu	nu-se-li-ia-aš₂-šu-nu	1
elû[go up]V	nušēlûni	nu-še-lu-u-ni	1
elû[go up]V	tušēli	tu₂-še-li	2
elû[go up]V	tētalia	te-ta-li-ia	1
elû[go up]V	tētelia	te-te-li-ia	1
elû[go up]V	ulli	u₂-li	1
elû[go up]V	ussēlaššu	u₂-se-la-šu₂	1
elû[go up]V	ussēli	us-se-li	1
elû[go up]V	ussēli	u₂-se-li	9
elû[go up]V	ussēlia	u₂-se-li-a	2
elû[go up]V	ussēliu	u₂-se-li-u	1
elû[go up]V	ussēlišunu	u₂-se-li-šu₂-nu	1
elû[go up]V	ušella	u₂-še-il-la	1
elû[go up]V	ušella	u₂-še-la	1
elû[go up]V	ušilla	u₂-ši-la	1
elû[go up]V	ušēlia	u₂-še-li-a	1
elû[go up]V	ušēlûni	u₂-še-lu-u-ni	2
elû[go up]V	ēlûni	e-lu-u-ni	2
elû[go up]V	ētaliu	e-ta-li-u₂	1
elû[go up]V	ēteli	e-te-li	6
elû[go up]V	ētelika	e-te-li-ka	1
elû[go up]V	ēteliu	e-te-li-u	1
elû[go up]V	ētelûni	e-te-lu-ni	1
elû[go up]V	ītalli	i-ta-al-li	1
elû[go up]V	šēlannāšu	še-la-an-na-šu₂	1
elû[go up]V	ūtalli	u₂-ta-li	5
elû[go up]V	ūtallî	u₂-ta-li-i	1
elû[go up]V	ūtulliu	u₂-tu-li-u	1
elû[go up]V	ūtulliu	u₂-tu₂-li-u₂	1
elû[upper part]N	elīe	NIM.MA	1
emdu[imposed]AJ	emid	e-mid	2
emdu[imposed]AJ	emīdi	e-mi₃-di	1
emdu[imposed]AJ	indūni	in-du-u-ni	1
emu[father-in-law]N	emēšu	e-me-šu₂	1
emēdu[lean on]V	emmidanni	e-mi-da-ni	1
emēdu[lean on]V	innemedu	in-ne₂-me-du	1
emēdu[lean on]V	lummedu	lu-me-du	1
emēdu[lean on]V	lummidu	lu-um-mi-du	1
emēdu[lean on]V	lēmiddanni	le-mi-id-da-an-ni	1
emēdu[lean on]V	nummāda	nu-um-ma-da	1
emēdu[lean on]V	nuttammid	nu-ta-mi-id	1
emēdu[lean on]V	nuttammēdi	nu-ta-me-di	1
emēdu[lean on]V	nuttummēdi	nu-tu-me-di	1
emēdu[lean on]V	uttammeda	u₂-ta-me-da	1
emēdu[lean on]V	ēmidannīni	e-mi₃-da-an-ni-i-ni	1
emēdu[lean on]V	ēmidannīni	e-mi₃-da-ni-i-ni	1
emēdu[lean on]V	ētemēdi	e-te-me-di	1
emēdu[lean on]V	ētimissināma	e-ti-mi₃-si-na-ma	1
emēdu[lean on]V	ūtammedi	u₂-ta-me-di	2
emūqu[strength]N	emuqqēšu	{LU₂}e-muq-qe-e-šu₂	1
emūqu[strength]N	emuqqīkunu	{LU₂}e-muq-qi-ku-nu	1
emūqu[strength]N	emūqašunu	e-mu-qa-šu₂-nu	1
emūqu[strength]N	emūqašīna	e-mu-qa-ši-na	1
emūqu[strength]N	emūqašūni	e-mu-qa-šu₂-u-ni	1
emūqu[strength]N	emūqqī	{LU₂}e-muq-qi₂	1
emūqu[strength]N	emūqāya	e-mu-qa-a.a	2
emūqu[strength]N	emūqāšu	e-mu-qa-šu₂	1
emūqu[strength]N	emūqē	e-mu-qi	4
emūqu[strength]N	emūqēya	{LU₂}e-muq-e-a	1
emūqu[strength]N	emūqēšu	e-mu-qe-e-šu	3
emūqu[strength]N	emūqēšu	e-mu-qe-e-šu₂	1
emūqu[strength]N	emūqēšu	e-mu-qe-šu₂	1
emūqu[strength]N	emūqēšu	{LU₂}e-mu-qe-e-šu₂	3
emūqu[strength]N	emūqēšunu	e-mu-qe-šu₂-nu	1
emūqu[strength]N	emūqī	e-mu-qi	13
emūqu[strength]N	emūqī	{LU₂}e-mu-qi	15
emūqu[strength]N	emūqī	{LU₂}e-muq-qi	3
emūqu[strength]N	emūqīka	e-mu-qi-ka	3
emūqu[strength]N	emūqīka	{LU₂}e-mu-qi-ka	2
emūqu[strength]N	emūqīkunu	e-mu-qi-ku-nu	3
emūqu[strength]N	emūqīkunu	{LU₂}e-mu-qi-ku-nu	1
emūqu[strength]N	emūqīya	e-mu-qi-ia	4
emūqu[strength]N	emūqīya	{LU₂}e-mu-qi-ia	1
emūqu[strength]N	emūqīšu	e-mu-qi-šu	1
emūqu[strength]N	emūqīšu	e-mu-qi-šu₂	1
emūqu[strength]N	emūqīšu	{LU₂}e-mu-qi-šu₂	4
emūqu[strength]N	emūqīšu	{LU₂}e-muq-qi-šu₂	1
emūqu[strength]N	emūqīšunu	{LU₂}e-mu-qi-šu₂-nu	3
emūqu[strength]N	mūqāni	mu-qa-a-ni	1
emūqu[strength]N	mūqāni	mu-qa-ni	1
emūqu[strength]N	mūqāya	mu-qa-a.a	4
enû[change]V	lītenûni	li-te-nu-ni	2
enû[change]V	ētenûnāši	e-te-nu-na-ši	1
enēšu[be(come) weak]V	nētinīši	ne₂-ti-ni-ši	1
enēšu[be(come) weak]V	unnuš	un-nu-uš	1
enēšu[be(come) weak]V	uttannišūni	u₂-ta-ni-šu₂-u-ni	1
enēšu[be(come) weak]V	ētanšu	e-ta-an-šu	1
enēšu[be(come) weak]V	ētanšu	e-ta-an-šu₂	1
enšu[weak]AJ	enīši	e-ni-ši	1
epertu[(baked) brickwork]N	ebirtu	e-bir-tu₂	4
eperu[earth]N	epri	ep-ri	1
epinnu[(seed) plough]N	epinnu	{GIŠ}APIN	3
epinnu[(seed) plough]N	epinnāti	{GIŠ}APIN-MEŠ	1
epištu[deed]N	epšeti	ep-še-ti	1
epēšu[do]V	eppasanni	e-pa-sa-an-ni	1
epēšu[do]V	eppaš	e-pa-aš₂	21
epēšu[do]V	eppaš	ep-pa-aš₂	8
epēšu[do]V	eppašuni	e-pa-šu-u-ni	1
epēšu[do]V	eppaššūni	e-pa-aš₂-šu-u-ni	1
epēšu[do]V	eppašūni	e-pa-aš₂-u-ni	1
epēšu[do]V	eppašūni	e-pa-aš₂-x-šu-ni	1
epēšu[do]V	eppašūni	e-pa-aš₂-šu₂-u-ni	1
epēšu[do]V	eppašūni	e-pa-šu₂-ni	2
epēšu[do]V	eppašūni	e-pa-šu₂-u-ni	4
epēšu[do]V	eppašūni	ep-pa-šu₂-u-ni	3
epēšu[do]V	eppuš	e-pu-uš	3
epēšu[do]V	eppušu	e-pu-šu	8
epēšu[do]V	eppušu	e-pu-šu₂	11
epēšu[do]V	eppušu	ep-pu-šu	4
epēšu[do]V	eppušu	ep-pu-šu₂	5
epēšu[do]V	eppuššu	e-pu-uš-šu₂	1
epēšu[do]V	eppušūni	e-pu-šu-ni	1
epēšu[do]V	eppušūni	e-pu-šu₂-u-ni	1
epēšu[do]V	eppušūni	ep-pu-šu-u-ni	1
epēšu[do]V	eppāša	e-pa-a-ša₂	1
epēšu[do]V	eppāša	e-pa-ša	1
epēšu[do]V	epuš	e-pu-uš	6
epēšu[do]V	epāsi	e-pa-si	1
epēšu[do]V	epāše	e-pa-a-še	3
epēšu[do]V	epāši	e-pa-a-ši	1
epēšu[do]V	epša	ep-ša	2
epēšu[do]V	epša	ep-ša₂	6
epēšu[do]V	epūšu	e-pu-šu₂	1
epēšu[do]V	innepiš	in-ne₂-piš	1
epēšu[do]V	inneppaš	in-ne₂-pa-aš₂	1
epēšu[do]V	inneppašūni	in-ne₂-pa-šu-ni	1
epēšu[do]V	ippašūni	i-pa-šu₂-u-ni	1
epēšu[do]V	itteppaš	it-te-pa-aš₂	1
epēšu[do]V	luppiš	lu-pi-iš	1
epēšu[do]V	lēpuš	le-pu-uš	20
epēšu[do]V	lēpuša	le-pu-ša₂	1
epēšu[do]V	lēpušu	le-pu-šu	7
epēšu[do]V	lēpušu	le-pu-šu₂	11
epēšu[do]V	lēpūšu	le-pu-šu	2
epēšu[do]V	lēpūšu	le-pu-šu₂	5
epēšu[do]V	neppaš	ne₂-ep-pa-aš₂	3
epēšu[do]V	neppaš	ne₂-pa-aš₂	14
epēšu[do]V	nēpaš	ne₂-e-pa-aš₂	1
epēšu[do]V	nēpuš	ne₂-pu-uš	5
epēšu[do]V	nētapaš	ne₂-ta-pa-aš₂	2
epēšu[do]V	teppaš	te-ep-pa-aš₂	2
epēšu[do]V	teppaš	te-pa-aš₂	6
epēšu[do]V	teppaš	te-pa-ša₂	1
epēšu[do]V	teppašanni	te-pa-ša₂-a-ni	1
epēšu[do]V	tuppaš	tu-up-pa-aš₂	2
epēšu[do]V	tuppaš	tu₂-pa-aš₂	1
epēšu[do]V	tuppiš	tu₂-pi-iš	1
epēšu[do]V	tēpuš	te-pu-uš	1
epēšu[do]V	tēpušūni	te-pu-šu₂-u-ni	1
epēšu[do]V	tētapša	te-ta-ap-ša₂	1
epēšu[do]V	uppišūni	u₂-piš-u-ni	1
epēšu[do]V	uppušu	up-pu-šu	1
epēšu[do]V	uppušu	u₂-pu-šu	1
epēšu[do]V	uppušu	u₂-pu-šu₂	1
epēšu[do]V	uppāša	u₂-pa-ša	1
epēšu[do]V	ēpašūni	e-pa-šu-u-ni	2
epēšu[do]V	ēpuš	e-pu-uš	7
epēšu[do]V	ēpušu	e-pu-šu	2
epēšu[do]V	ēpušūni	e-pu-šu-u-ni	1
epēšu[do]V	ēpušūni	e-pu-šu₂-ni	2
epēšu[do]V	ēpūšu	e-pu-šu₂	1
epēšu[do]V	ētapaš	e-ta-pa-aš₂	6
epēšu[do]V	ētapaš	e-tap-aš₂	5
epēšu[do]V	ētapša	e-tap-ša₂	2
epēšu[do]V	ētapšannimma	e-ta-ap-ša₂-ni-ma	1
epēšu[do]V	ētapšu	e-tap-šu	3
epēšu[do]V	ētapšu	e-tap-šu₂	10
epēšu[do]V	īpušūni	i-pu-šu-u-ni	1
epšu[made]AJ	epiš	e-pi-iš	2
epšu[made]AJ	epiš	e-piš	1
epšu[made]AJ	epsat	e-ep-sa-at	1
epšu[made]AJ	epsat	ep-sa-at	1
epšu[made]AJ	epšat	ep-ša-at	1
epšu[made]AJ	epšu	ep-šu₂	1
epšu[made]AJ	epšāni	ep-ša₂-a-ni	2
eqlu[field]N	eqel	A.ŠA₃	1
eqlu[field]N	eqli	A.ŠA₃	4
eqlu[field]N	eqlimma	A.ŠA₃-ma	1
eqlu[field]N	eqlu	A.ŠA₃	23
eqlu[field]N	eqlu	A.ŠA₃.GA	3
eqlu[field]N	eqlāti	A.ŠA₃	1
eqlu[field]N	eqlāti	A.ŠA₃-MEŠ	12
eqlu[field]N	eqlāti	A.ŠA₃.GA-MEŠ	2
eqlu[field]N	eqlātišu	A.ŠA₃-šu₂	1
eqlu[field]N	eqlātišunu	A.ŠA₃-MEŠ-šu₂-nu	1
eqlu[field]N	eqlātišīni	A.ŠA₃-MEŠ-ši-ni	1
eqlu[field]N	eqlīšu	A.ŠA₃-šu₂	2
erbettu[(team of) four]NU	arbittušunu	ar-bi-tu-šu₂-nu	1
erbu[income]N	ēribi	e-ri-bi	1
erbu[income]N	ēribūma	e-ri-bu-ma	1
erbêšu[four times]AV	arbīšu	04-šu₂	3
erbû[locust]N	erbiu	NAM.ERIM{MUŠEN}	1
erbû[locust]N	erbiu	NAM.ERIM{MUŠEN}-MEŠ	2
erbû[locust]N	erbiu	er-bi-u₂	1
erbû[locust]N	erbî	NAM.ERIM	1
erbû[locust]N	erbî	NAM.ERIM{MUŠEN}-MEŠ	1
erû[copper]N	erâ	e-ra	1
erû[copper]N	erî	URUDU	2
erû[grindstone]N	aruātišunu	{NA₄}a-ru-a-ti-šu₂-nu	1
erēbu[enter]V	erba	er-ba	2
erēbu[enter]V	errab	e-rab	5
erēbu[enter]V	erraba	e-ra-ba	2
erēbu[enter]V	erraba	e-rab-ba	1
erēbu[enter]V	errabūni	e-ra-bu-ni	1
erēbu[enter]V	errabūni	e-ra-bu-u-ni	1
erēbu[enter]V	errabūni	e-rab-u-ni	3
erēbu[enter]V	errabūninni	e-ra-bu-ni-ni	1
erēbu[enter]V	errabūnu	e-ra-bu-u-nu	1
erēbu[enter]V	errubu	e-ru-bu	6
erēbu[enter]V	errubu	er-ru-bu	1
erēbu[enter]V	errubu	i-ru-bu	1
erēbu[enter]V	errubūni	e-ru-bu-u-ni	1
erēbu[enter]V	lērub	le-ru-ub	2
erēbu[enter]V	lērubu	le-ru-bu	5
erēbu[enter]V	lērūbu	le-ru-bu	2
erēbu[enter]V	nerrab	ne₂-er-rab	1
erēbu[enter]V	nussērib	nu-se-ri-ib	2
erēbu[enter]V	nussērib	nu-se-rib	1
erēbu[enter]V	nušerrab	nu-še-rab	2
erēbu[enter]V	nušerrabšunu	nu-še-rab-šu₂-nu	1
erēbu[enter]V	nušerrabūni	nu-še-rab-u-ni	1
erēbu[enter]V	nušērib	nu-še-ri-ib	2
erēbu[enter]V	nušērib	nu-še-rib	1
erēbu[enter]V	nušēribši	nu-še-ri-ib-ši	1
erēbu[enter]V	nētarab	ne₂-ta-rab	1
erēbu[enter]V	nētarba	ne₂-tar-ba	1
erēbu[enter]V	terrab	te-rab	1
erēbu[enter]V	tušerrabušūni	tu-še-ra-bu-šu₂-u-ni	1
erēbu[enter]V	tušēribaʾ	tu-še-ri-ba-aʾ	1
erēbu[enter]V	tērubakkanni	te-ru-ba-ka-ni	1
erēbu[enter]V	ussērib	u₂-se-ri-ib	3
erēbu[enter]V	ussērib	u₂-se-rib	2
erēbu[enter]V	ussēriba	u₂-se-ri-ba	2
erēbu[enter]V	ussēribu	u₂-se-ri-bu	3
erēbu[enter]V	ussēribuššunu	u₂-se-ri-bu-šu₂-nu	1
erēbu[enter]V	ussēribšunu	u₂-se-rib-šu₂-nu	1
erēbu[enter]V	ussērībi	u₂-se-ri-bi	4
erēbu[enter]V	ušerrab	u₂-še-rab	6
erēbu[enter]V	ušerrubu	u₂-še-ru-bu	1
erēbu[enter]V	ušerrāba	u₂-še-ra-ba	2
erēbu[enter]V	ušēribušunu	u₂-še-ri-bu-šu₂-nu	1
erēbu[enter]V	ušēribušūni	u₂-še-ri-bu-šu₂-ni	1
erēbu[enter]V	ušēribūni	u₂-še-ri-bu-ni	1
erēbu[enter]V	ušēribūni	u₂-še-rib-u-ni	1
erēbu[enter]V	uššēribšunu	u₂-še-ri-ib-šu₂-nu	1
erēbu[enter]V	ērub	e-ru-ub	1
erēbu[enter]V	ēruba	e-ru-ba	2
erēbu[enter]V	ērubanni	e-ru-ban-ni	1
erēbu[enter]V	ērubūni	e-ru-bu-ni	1
erēbu[enter]V	ērubūni	e-ru-bu-u-ni	4
erēbu[enter]V	ērubūni	e-ru-bu-u₂-ni	1
erēbu[enter]V	ētarab	e-ta-rab	10
erēbu[enter]V	ētarabu	e-ta-ra-bu	2
erēbu[enter]V	ētarba	e-tar-ba	21
erēbu[enter]V	ētarbu	e-ta-ar₂-bu	1
erēbu[enter]V	ētarbu	e-tar-bu	15
erēbu[enter]V	ētarbūni	e-tar-bu-ni	1
erēbu[enter]V	ētarbūni	e-tar-bu-u-ni	3
erēbu[enter]V	ētarāba	e-ta-ra-ba	1
erēbu[enter]V	šēriba	še-ri-ba	2
erēbu[enter]V	šēribā	še-ri-ba-a	1
erēbu[enter]V	šērībi	še-ri-bi	1
erēnu[cedar]N	erēni	{GIŠ}ERIN	2
erēnu[cedar]N	erēnu	{GIŠ}ERIN	1
erēšu[request]V	erriš	e-ri-iš	1
erēšu[request]V	errišanni	e-ri-ša-an-ni	1
erēšu[request]V	errišu	er-ri-šu	1
erēšu[request]V	errīši	e-ri-ši	2
erēšu[request]V	lēriš	le-riš	1
erēšu[request]V	ērišūni	e-ri-šu₂-ni	2
erēšu[request]V	ētaršanni	e-tar-ša₂-an-ni	1
erēšu[request]V	ēteriš	e-te-ri-iš	1
erēšu[request]V	ēteriš	e-te-riš	1
erēšu[sow]V	arraš	a-ra-aš₂	2
erēšu[sow]V	aruš	a-ru-uš	2
erēšu[sow]V	arāsi	a-ra-si	1
erēšu[sow]V	arāši	a-ra-ši	2
erēšu[sow]V	arāši	ŠA	1
erēšu[sow]V	erraš	e-ra-aš₂	2
erēšu[sow]V	errušu	e-ru-šu	2
erēšu[sow]V	errušu	e-ru-šu₂	3
erēšu[sow]V	irrušu	i-ru-šu	1
erēšu[sow]V	lēruš	le-ru-uš	2
erēšu[sow]V	lērušu	le-ru-šu₂	1
erēšu[sow]V	nerraš	ne₂-ra-aš₂	1
erēšu[sow]V	nerrušu	ne₂-ru-šu	1
erēšu[sow]V	tārušâ	ta-ru-ša₂-a	1
erēšu[sow]V	ātaraš	a-ta-ra-aš₂	1
erēšu[sow]V	ērūšu	e-ru-šu₂	1
erēšu[sow]V	ētarašu	e-ta-ra-šu	1
erēšu[sow]V	ētaršu	e-ta-ar-šu	1
erēšu[sow]V	ētaršu	e-ta-ar₂-šu₂	1
eršu[bed]N	erši	{GIŠ}NA₂	2
eršu[bed]N	eršu	{GIŠ}NA₂	4
espu[gathered together]AJ	espu	es-pu	1
esēhu[assign]V	ussak	u₂-sa-ak	1
esēhu[assign]V	ussīki	u₂-si-ki	1
esēhu[assign]V	ūtassik	u₂-ta-si-ik	3
esēhu[assign]V	ūtussik	u₂-tu-si-ik	1
esēpu[gather together]V	nītesīpi	ni-te-si-pi	1
esēpu[gather together]V	tessipāni	te-si-pa-ni	1
esēpu[gather together]V	ētaspu	e-ta-as-pu	1
esēpu[gather together]V	ētaspu	e-tas-pu	1
esēpu[gather together]V	ētašpu	e-ta-aš₂-pu	1
esēpu[gather together]V	ētesipšunu	e-te-si-ip-šu-nu	1
esēpu[gather together]V	ētesīpi	e-te-si-pi	1
esēru[enclose]V	essiru	e-si-ru	1
etku[alert]AJ	etku	et-ku	2
etku[alert]AJ	etkāka	et-ka-ka	4
etāku[be on guard]V	etteka	e-te-ka	1
etāku[be on guard]V	ettāka	e-ta-ka	1
etāku[be on guard]V	luttīki	lu-ti-ki	1
etāku[be on guard]V	uttakšunu	u₂-ta-ak-šu₂-nu	1
etāku[be on guard]V	uttuku	ut-tu-ku	1
